news_item_id,news_item_entry_date,news_item_pi_first_name,news_item_pi_last_name,news_item_pi_title,news_item_pi_institution,news_item_pi_website,news_item_short_title,news_item_blurb,news_item_full_text,news_item_image_name,news_item_full_title,news_item_authors,news_item_citation,news_item_journal_url
17528,6/2/24,Brandon I.,Morinaka,Assistant Professor,National University of Singapore,https://doi.org/10.1021/acschembio.4c00087,Triceptide Biocatalysts,Triceptides are a class of ribosomally synthesized and post-translationally modified peptides defined by an aromatic C(sp<sup>2</sup>) to Cβ(sp<sup>3</sup>) bond...,"<p>Triceptides are a class of ribosomally synthesized and post-translationally modified peptides defined by an aromatic C(sp<sup>2</sup>) to Cβ(sp<sup>3</sup>) bond. The Gly-rich repeat family of triceptide maturases, TIGR04261, are paired with precursor peptides, TIGR04260, containing a Gly-rich core peptide. These maturases are prevalent in cyanobacteria and catalyze cyclophane formation on multiple Ω1-X2-X3 motifs, Ω1 = Trp and Phe, of the Gly-rich precursor peptide. The topology of the individual rings has not been completely elucidated, and the promiscuity of these enzymes is not known.</p>
<p>In a study published in <em>ACS Chemical Biology</em>, researchers in the Morinaka Group at the National University of Singapore, characterized all the cyclophane rings formed by the triceptide maturase OscB and show the ring topology is uniform with respect to the substitution at Trp-C7 and the atropisomerism, planar chirality. Additionally, the enzyme OscB demonstrated substrate promiscuity on Gly-rich precursors and can accommodate a diverse array of engineered sequences.</p>
<p>These findings highlight the versatility and implications for using OscB as a biocatalyst for producing polycyclophane-containing peptides for biotechnological applications.</p>",morinaka_ACS_ChemBio_06_24.jpg,The Triceptide Maturase OscB Catalyzes Uniform Cyclophane Topology and Accepts Diverse Gly-Rich Precursor Peptides,"Mugilarasi Purushothaman, Litao Chang, Ryan Jian Zhong, and Brandon I Morinaka","<em>ACS Chem. Biol.</em> 2024, retrieved online 06/02",https://doi.org/10.1021/acschembio.4c00087
15278,4/30/20,Vincent,Conticello,Dr.,Emory University,https://scholarblogs.emory.edu/conticellolab/,Nanosheet Fabrication,"Engineering free-standing 2D nanomaterials with compositional, spatial, and functional control across size regimes from the nano- to mesoscale represents a significant challenge....","<p>Engineering free-standing 2D nanomaterials with compositional, spatial, and functional control across size regimes from the nano- to mesoscale represents a significant challenge.</p>
<p>Collaborative work published in <em>JACS</em>,  demonstrates a straightforward strategy for thermodynamically controlled fabrication of multicomponent sectored nanosheets in which each sector can be chemically and spatially addressed independently and orthogonally. Collagen triple helices, comprising collagen-mimetic peptides (CMPs), are employed as molecularly programmable crystallizable units.  Structural information, gathered from SAXS and cryo-TEM, reveals that the distinct peptide domains maintain their Kinetic studies with a series of collagen model peptides showed that a local hydrophobic environment accelerates cis–trans isomerization to an extent that thermally induced unfolding and folding of the collagen triple helix take place at the same speed.</p>
<p>Structural information, gathered from SAXS and cryo-TEM, reveals that the distinct peptide domains maintain their intrinsic lattice structure and illuminates various mechanisms employed by CMP triple helices to alleviate the elastic strain associated with the interfacial lattice mismatch. They also demonstrate that different sectors of the sheet surface can be selectively functionalized using bioorthogonal conjugation chemistry.</p>",nano_sheet_fabrication.jpg,Seeded Heteroepitaxial Growth of Crystallizable Collagen Triple Helices: Engineering Multifunctional Two-Dimensional Core−Shell Nanostructures,"Andrea D. Merg, Eric van Genderen, Alisina Bazrafshan, Hanquan Su, Xiaobing Zuo, Gavin Touponse, Thorsten B. Blum, Khalid Salaita, Jan Pieter Abrahams, and Vincent P. Conticello","J. Am. Chem. Soc. 2019, 141, 20107−20117",https://pubs.acs.org/doi/10.1021/jacs.9b09335
15306,10/13/20,Loren,Walensky,Dr.,Dana-Farber Cancer Institute,https://www.walenskylab.org/,Disrupt Ubiquitination,The ubiquitin–proteasome system (UPS) is a highly regulated protein disposal process critical to cell survival. Inhibiting the pathway induces proteotoxic stress and can be an effective cancer treatment.,"<p>The ubiquitin–proteasome system (UPS) is a highly regulated protein disposal process critical to cell survival. Inhibiting the pathway induces proteotoxic stress and can be an effective cancer treatment. <p></p>
<p>The therapeutic window observed upon proteasomal blockade has motivated multiple UPS-targeting strategies, including preventing ubiquitination altogether. E1 initiates the cascade by transferring ubiquitin to E2 enzymes. A small molecule that engages the E1 ATP-binding site and derivatizes ubiquitin disrupts enzymatic activity and kills cancer cells. However, binding-site mutations cause resistance, motivating alternative approaches to block this promising target.<p></p>
<p>Researchers at the Dana-Farber Cancer Institute have identified an interaction between the E2 N-terminal alpha-1 helix and a pocket within the E1 ubiquitin-fold domain as a potentially druggable site. Stapled peptides modeled after the E2 alpha-1 helix bound to the E1 groove, induced a consequential conformational change and inhibited E1 ubiquitin thiotransfer, disrupting E2 ubiquitin charging and ubiquitination of cellular proteins. <p></p>
<p>Thus, they provide a blueprint for a distinct E1-targeting strategy to treat cancer.<p></p></p></p></p></p>",Nat-Chem-Bio.jpg,Targeting a helix-in-groove interaction between E1 and E2 blocks ubiquitin transfer,"Ann M. Cathcart, Gregory H. Bird, Thomas E. Wales, Henry D. Herce, Edward P. Harvey, Zachary J. Hauseman, Catherine E. Newman, Utsarga Adhikary, Michelle S. Prew, Tun Oo, Susan Lee, John R. Engen & Loren D. Walensky","Cathcart, A.M., Bird, G.H., Wales, T.E. et al. Targeting a helix-in-groove interaction between E1 and E2 blocks ubiquitin transfer. Nat Chem Biol (2020). https://doi.org/10.1038/s41589-020-0625-7",https://www.nature.com/articles/s41589-020-0625-7
15293,8/8/20,Anthony,Davenport,Prof.,University of Cambridge,https://www.cardiovascular.cam.ac.uk/directory/adavenport,Targeting GPCRs,"This recently published review discusses the current status of the peptide drugs targeting G protein-coupled receptors (GPCRs), with a focus on evolving strategies...","<p>Dysregulation of peptide- activated pathways causes a range of diseases, fostering the discovery and clinical development of peptide drugs. Many endogenous peptides activate G protein-coupled receptors (GPCRs) — nearly 50 GPCR peptide drugs have been approved to date, most of them for metabolic disease or oncology, and more than 10 potentially first-in-class peptide therapeutics are in the pipeline. The majority of existing peptide therapeutics are agonists, which reflects the currently dominant strategy of modifying the endogenous peptide sequence of ligands for peptide- binding GPCRs. <p></p>
<p>Increasingly, novel strategies are being employed to develop both agonists and antagonists, to both introduce chemical novelty and improve drug-like properties. Pharmacodynamic improvements are evolving to allow biasing ligands to activate specific downstream signalling pathways, in order to optimize efficacy and reduce side effects. In pharmacokinetics, modifications that increase plasma half-life have been revolutionary. This review discusses the current status of the peptide drugs targeting GPCRs, with a focus on evolving strategies to improve pharmacokinetic and pharmacodynamic properties.<p></p></p></p>",NatRev-Davenport.jpg,Advances in therapeutic peptides targeting G protein-coupled receptors,"Anthony P. Davenport, Conor C. G. Scully, Chris de Graaf, Alastair J. H. Brown & Janet J. Maguire","Nat Rev Drug Discov 19, 389–413 (2020)",https://www.nature.com/articles/s41573-020-0062-z
15295,8/8/20,Neal,Devaraj,Dr.,"University of California, San Diego",https://www.devarajgroup.com/,Micelle-assisted Reactions,This publication shows that micelle-assisted reaction can facilitate native chemical ligations between a peptide-thioester and a Cys-peptide modified by a lipid-like moiety...,"<p>Biology utilizes multiple strategies, including sequestration in lipid vesicles, to raise the rate and specificity of chemical reactions through increases in effective molarity of reactants. This publication shows that micelle-assisted reaction can facilitate native chemical ligations (NCLs) between a peptide-thioester – in which the thioester leaving group contains a lipid-like alkyl chain – and a Cys-peptide modified by a lipid-like moiety. <p></p>
<p>Hydrophobic lipid modification of each peptide segment promotes the formation of mixed micelles, bringing the reacting peptides into close proximity and increasing the reaction rate. The approach enables the rapid synthesis of polypeptides using low concentrations of reactants without the need for thiol catalysts. After NCL, the lipid moiety is removed to yield an unmodified ligation product. <p></p>
<p>This micelle-based methodology facilitates the generation of natural peptides, like Magainin 2, and the derivatization of the protein Ubiquitin. Formation of mixed micelles from lipid-modified reactants shows promise for accelerating chemical reactions in a traceless manner.<p></p></p></p></p>",NatRev-Devaraj.jpg,Traceless native chemical ligation of lipid-modified peptide surfactants by mixed micelle formation.,"Shuaijiang Jin, Roberto J. Brea, Andrew K. Rudd, Stuart P. Moon, Matthew R. Pratt & Neal K. Devaraj","Nat Commun 11, 2793 (2020)",https://www.nature.com/articles/s41467-020-16595-w
15332,6/20/21,Bradley,,Prof.,University of Rochester,http://www.sas.rochester.edu/chm/groups/nilsson/people.php,Rippled β-Sheet Motif,"In this conspectus, the authors give an overview of the early history of the rippled β-sheet and provide a detailed structural description/definition of this motif...","<p>When peptides are mixed with their mirror images in an equimolar ratio, two-dimensional periodic structural folds can form, in which extended peptide strands are arrayed with alternating chirality. The resultant topography class, termed the rippled β-sheet, was introduced as a theoretical concept by Pauling and Corey in 1953.</p>
<p>Unlike other fundamental protein structural motifs identified around that time, including the α-helix and the pleated β-sheet, it took several decades before conclusive experimental data supporting the proposed rippled β-sheet motif were gained.</p>
<p>Much of the key experimental evidence was provided over the course of the past decade through the concurrent efforts of the Raskatov, Schneider, and Nilsson laboratories. Studies that focused on developing new self-assembling hydrogel materials have shown that certain amphiphilic peptides form fibrils and hydrogel networks that are more rigid and have a higher thermodynamic stability when made from racemic peptide mixtures as opposed to pure enantiomers.</p>
<p>Related interrogation of assemblies composed of mixtures of l- and d-amphiphilic peptides confirmed that the resulting fibrils were composed of alternating l/d peptides consistent with rippled β-sheets. </p>
<p>It was also demonstrated that mirror-image amyloid beta (Aβ) could act as a molecular chaperone to promote oligomer-to-fibril conversion of the natural Aβ enantiomer, which was found to reduce Aβ neurotoxicity against different neuronal cell models. </p>
<p>With a cross-disciplinary approach that combines experiment and theory, these three laboratories have demonstrated the unique biophysical, biochemical, and biological properties that arise upon mixing of peptide enantiomers, in consequence of rippled β-sheet formation.</p>
<p> In this Account, the authors give an overview of the early history of the rippled β-sheet and provide a detailed structural description/definition of this motif relative to the pleated β-sheet. They then summarize the key findings, obtained on three unique sets of aggregating mirror-image peptide pairs through independent efforts of our three laboratories, and use these results to delineate the landscape of the rippled β-sheet structural motif to inspire future studies.</p>
<p> Peptide sequence parameters that favor rippled β-sheet assembly are described, along with the accompanying kinetic and thermodynamic properties, as well as the resulting emergent physical properties of the assemblies.</p>
<p>The Account then concludes with a brief overview of some key unresolved challenges in this nascent field. There is much potential for future applications of this unique supramolecular motif in the realm of materials design and biomedical research. They hope this Account will stimulate much-needed discussion of this fascinating structural class to eventually produce a fully quantitative, rational framework for the molecular engineering of rippled β-sheets in the future.</p>",Nilsson-e1624203736520.jpg,Defining the Landscape of the Pauling-Corey Rippled Sheet: An Orphaned Motif Finding New Homes,"Jevgenij A. Raskatov*, Joel P. Schneider*, and Bradley L. Nilsson*","Acc. Chem. Res. 2021, 54, 10, 2488–2501",https://pubs.acs.org/doi/10.1021/acs.accounts.1c00084
15345,12/30/22,James S.,Nowick,Distinguished Professor,University of California at Irvine,https://www.faculty.uci.edu/profile.cfm?faculty_id=2043,Drug Candidate,"In this article, published in <em>Chemical Science</em>, members of the James S. Nowick group show that the antibiotic teixobactin is a promising drug candidate...","<p>In this article, published in <em>Chemical Science</em>, members of the James S. Nowick group show that the antibiotic teixobactin is a promising drug candidate against drug-resistant pathogens, such as MRSA and VRE, but forms insoluble gels that may limit intravenous administration. <em>O</em>-Acyl isopeptide prodrug analogues of teixobactin circumvent the problem of gel formation while retaining antibiotic activity. The teixobactin prodrug analogues contain ester linkages between Ile<sub>6</sub> and Ser<sub>7</sub>, Ile<sub>2</sub> and Ser<sub>3</sub>, or between both Ile<sub>6</sub> and Ser<sub>7</sub> and Ile<sub>2</sub> and Ser<sub>3</sub>.</p>
<p>Upon exposure to physiological pH, the prodrug analogues undergo clean conversion to the corresponding amides, with half-lives between 13 and 115 min. Prodrug analogues containing lysine, arginine, or leucine at position 10 exhibit good antibiotic activity against a variety of Gram-positive bacteria while exhibiting little or no cytotoxicity or hemolytic activity. Because <em>O</em>-acyl isopeptide prodrug analogues of teixobactin exhibit clean conversion to the corresponding teixobactin analogues with reduced propensity to form gels, it is anticipated that teixobactin prodrugs will be superior to teixobactin as drug candidates.</p>",nowick_group_21.jpg,Isobactins: <em>O</em>-Acyl Isopeptide Prodrugs of Teixobactin and Teixobactin Derivatives,"Chelsea R. Jones, Gretchen Guaglianone, Grant H. Lai, and James S. Nowick","Chem. Sci., 2022, 13, 13110-13116",https://doi.org/10.1039/D2SC02670H
19643,2/23/25,James S.,Nowick,Distinguished Professor,University of California at Irvine,http://www.chem.uci.edu/~jsnowick/groupweb/,Vancomycin–Teixobactin,"Vancomycin, a cornerstone antibiotic for Gram-positive infections, faces diminishing efficacy due to the emergence of vancomycin-resistant Enterococci, VRE, and vancomycin-resistant...","<p>Vancomycin, a cornerstone antibiotic for Gram-positive infections, faces diminishing efficacy due to the emergence of vancomycin-resistant Enterococci, VRE, and vancomycin-resistant <em>Staphylococcus aureus</em>, VRSA. Published in <em>JACS</em>, researchers in the James Nowick lab at the University of California at Irvine, present a novel approach to restoring and enhancing vancomycin's antimicrobial activity through conjugation with a teixobactin-based minimal pharmacophore. This strategy leverages dual-targeting of lipid II to counteract resistance mechanisms that undermine vancomycin's binding affinity.</p>
<p><strong>Background and Rationale</strong><br/>
Vancomycin inhibits bacterial cell-wall biosynthesis by binding to the <em>d-Ala-d-Ala</em> moiety of lipid II, a critical precursor in peptidoglycan synthesis. Resistance emerges when bacteria replace <em>d-Ala-d-Ala</em> with <em>d-Ala-d-Lac</em>, diminishing vancomycin's affinity by three orders of magnitude. In contrast, teixobactin, an 11-residue macrocyclic depsipeptide, targets the pyrophosphate region of lipid II and its precursors, offering a resistance-agnostic mechanism. Prior research has demonstrated that modifications of vancomycin—such as amidine substitutions or guanidinium-terminal modifications—can partially restore activity against resistant strains, yet none have fully addressed vancomycin's inefficacy against VRE.</p>
<div style=""text-align: center; margin: 13px 0 29px 0;"">
<img style=""width: 479px;"" src=""nowick_jacs_feb_25.jpg"" alt=""Abstract Image"">
</div>
<p class=""small"">Abstract Image</p>
<p>Given teixobactin's binding specificity and the inability of Gram-positive bacteria to develop resistance through genetic mutation of the pyrophosphate target, this study hypothesized that covalent conjugation of vancomycin to a minimal teixobactin pharmacophore could yield synergistic antibacterial effects.</p>
<p><strong>Experimental Design and Key Findings</strong><br/>
For this study, Maria Sophia Teresa Lee Padilla and James S. Nowick, synthesized vancomycin–teixobactin conjugates via EDC coupling, focusing on Lys10-teixobactin and truncated teixobactin analogues. The conjugation occurred selectively at the lysine side-chain amine of Lys10-teixobactin, preserving key functional moieties of both antibiotics. Minimum inhibitory concentration, MIC, assays revealed that select conjugates exhibited substantial potency enhancements over their individual components and physical mixtures thereof.</p>
<p>Notable findings include</p>
<ul>
<li><p><strong>Enhanced Activity Against MRSA and MSSA</strong>: Conjugates such as benzoyl-Lys10-teixo7–11-vanco exhibited MIC values of 0.5 μg/mL against MSSA, a twofold improvement over vancomycin, 1 μg/mL. The biphenyl analogue Cbp-Lys10-teixo7–11-vanco demonstrated an MIC of 0.125 μg/mL against MSSA and 0.5 μg/mL against MRSA, representing a four- to eightfold enhancement.</p></li>
<li><p><strong>Restored Efficacy Against VRE</strong>: While vancomycin alone was inactive against VRE, the Cbp-Lys10-teixo7–11-vanco conjugate exhibited MIC values of 2–4 μg/mL. This underscores the ability of the teixobactin component to mitigate vancomycin's loss of affinity for <em>d-Ala-d-Lac</em>.</p></li>
<li><p><strong>Bactericidal Mechanism</strong>: A time-kill assay against MRSA demonstrated that Cbp-Lys10-teixo7–11-vanco reduced bacterial viability by three log10 units within four hours, in contrast to vancomycin, which permitted bacterial proliferation under equivalent conditions.</p></li>
<li><p><strong>Low Mammalian Cytotoxicity</strong>: Cytotoxicity and hemolysis assays confirmed that the conjugates maintain selectivity for bacterial targets, with only minimal hemolytic and cytotoxic activity at high concentrations.</p></li>
</ul>
<p><strong>Implications and Future Directions</strong><br/>
This study presents a compelling proof-of-concept for the use of vancomycin–teixobactin conjugates as next-generation antimicrobials. The dual-targeting mechanism represents a paradigm shift in combating resistant pathogens by addressing multiple vulnerability points within the bacterial cell-wall biosynthesis pathway.</p>
<p>Future optimizations could refine the linker chemistry to improve the flexibility and positioning of the two pharmacophores, thereby enhancing cooperative binding interactions with lipid II. Additionally, further structural modifications may yield conjugates with MIC values ≤1 μg/mL against VRE, meeting the threshold for highly potent clinical candidates. <em>In vivo</em> pharmacokinetic and toxicity assessments will be essential to validate the translational potential of these conjugates.</p>
<p>In conclusion, this study provides compelling evidence that conjugation of vancomycin with a minimal teixobactin pharmacophore is an effective strategy for overcoming resistance in Gram-positive pathogens. This work lays the groundwork for the rational design of multi-targeting antimicrobial conjugates that could significantly alter the landscape of antibiotic resistance management.</p>",nowick_sophie.jpg,Vancomycin–Teixobactin Conjugates,Maria Sophia Teresa Lee Padilla and James S. Nowick,"<em>J. Am. Chem. Soc.</em>, ASAP article, retrieved online 20th of February, 2025",https://pubs.acs.org/doi/10.1021/jacs.4c17175
15291,7/4/20,James,Nowick,Prof.,University of,https://www.chem.uci.edu/~jsnowick/groupweb/,Fluorescent Peptide,"Teixobactin is a nonribosomal antibiotic peptide that inhibits the biosynthesis of peptidoglycan and teichoic acid, however, teixobactin’s cellular site of action is unknown...","<p>Teixobactin is a nonribosomal antibiotic peptide that inhibits the biosynthesis of peptidoglycan and teichoic acid, thereby disrupting cell wall formation. However, teixobactin’s cellular site of action is unknown. This information could prove useful in developing analogs with potent antibacterial activity.</p>
<p>With this in mind, a fluorescent derivative (sulforhodamine) of teixobactin was prepared and shown to be only slightly less active than the parent peptide against a panel of gram-positive bacteria. Treatment of <em>Bacillus subtilis</em> with fluorescent teixobactin revealed septal staining, consistent with the notion that this peptide binds to cell wall precursors. In addition to a greater understanding of teixobactin itself, use of the fluorescent teixobactin may lead to a greater understanding of peptidoglycan and teichoic acid synthesis.</p>",Nowick-ACS-CHembio.png,A Fluorescent Teixobactin Analogue,"Michael A. Morris, Melody Malek, Mohammad H. Hashemian, Betty T. Nguyen, Sylvie Manuse, Kim Lewis, and James S. Nowick","ACS Chemical Biology 2020 15 (5), 1222-1231",https://pubs.acs.org/doi/abs/10.1021/acschembio.9b00908
15289,7/4/20,James,Nowick,Prof.,"University of California, Irvine",https://www.chem.uci.edu/~jsnowick/groupweb/,Coupling Agent Hazards,"This case study of anaphylaxis induced by three uronium coupling agents, HATU, HBTU, and HCTU, is a cautionary note for researchers who handle peptide coupling agents frequently...","<p>Uronium coupling reagents are commonly used to facilitate amide bond formation in peptide synthesis by converting carboxylic acids into activated ester intermediates. However, another abundant, but unintended, source of carboxylic acids is available for modification by these reagents—the proteins in our bodies. Peptide coupling agents pose a special hazard because they are immune sensitizers. Here, researchers in the Nowick lab present a case study of anaphylaxis induced by three uronium coupling agents, HATU, HBTU, and HCTU, as a cautionary note for researchers who handle peptide coupling agents frequently. They also include recommendations for handling coupling agents more safely in the research laboratory.</p>
<p>The authors note that the hazards associated with handling coupling reagents are well documented, but mainly published in allergy and other medical journals that are unlikely to be viewed by peptide researchers. This report is a call to researchers to be vigilant about safe handling of hazardous chemicals, such as coupling reagents, and the potential development of insidious health problems. </p>",Nowick-JOC.png,"Anaphylaxis Induced by Peptide Coupling Agents: Lessons Learned from Repeated Exposure to HATU, HBTU, and HCTU","Kate J. McKnelly, William Sokol, and James S. Nowick","J. Org. Chem. 2020, 85, 1764−1768",https://pubs.acs.org/doi/abs/10.1021/acs.joc.9b03280
15273,7/5/19,Anna Maria,Papini,Professor of Bioorganic Chemistry,University of Florence,https://www.peptlab.eu/en/team-lab-profile.asp?prfId=2,Octreotide Analogs,"Somatostatin, SS, is a cyclic tetradecapeptide able to inhibit the release of growth hormone, GH, mainly through the binding to two G‐protein coupled...","<p>Somatostatin, SS, is a cyclic tetradecapeptide able to inhibit the release of growth hormone, GH, mainly through the binding to two G‐protein coupled receptor, GPCR, subtypes, SSTR<sub>2</sub> and SSTR<sub>5</sub>. These receptors are overexpressed in approximately 90% of carcinoid tumors. However, the clinical use of somatostatin is limited by its short half‐life <em>in vivo</em>.</p>
<p>In order to overcome this severe drawback, a huge number of analogs have been prepared, leading to the development of Octreotide, which is currently used in the clinic, among other applications, to treat various neuroendocrine tumors and, radiolabeled by, for example, <sup>111</sup>In, <sup>11</sup>C, and <sup>68</sup>Ga, for imaging SS‐secreting tumors. Despite the success of Octreotide, there is an unmet need for the development of novel, more stable and selective Octreotide‐derived radiotherapeutics.</p>
<p>To this end, the Cu(I)‐catalyzed azide‐alkyne 1,3‐dipolar Huisgen's cycloaddition, the prototypic click reaction, presents a promising opportunity to replace the susceptible disulfide bridge with a durable [1,2,3]triazolyl containing bridge and to introduce conformational constraints increasing specific receptor binding.</p>
<p>Researchers in the <a href=""https://www.peptlab.eu/en/team-lab-profile.asp?prfId=2"" target=""_blank"">Papini Group</a>, published in <em>Peptide Science</em>, report the design and synthesis of a series of <em>i</em>‐to‐<em>i</em> + 5 1,4‐ and 4,1‐disubstituted [1,2,3]triazolyl‐bridged cyclopeptides derived from the Octreotide scaffold and their detailed conformational analysis via NMR spectroscopy.</p>",ocreotides.jpg,"Design, Synthesis, and Conformational Studies of [DOTA]‐Octreotide Analogs Containing [1,2,3]Triazolyl as a Disulfide Mimetic","Chiara Testa, Debora D'Addona, Mario Scrima, Anna Maria Tedeschi, Anna Maria D'Ursi, Claire Bernhard, Franck Denat, Claudia Bello, Paolo Rovero, Michael Chorev, Anna Maria Papini","Peptide Science, Volume 110, Issue 5, Special Issue: Emerging Peptide Science in Italy, September 2018",https://onlinelibrary.wiley.com/doi/10.1002/pep2.24071
15319,1/9/21,Barry,O'Keefe,Dr.,"Center for Cancer Research, National Cancer Institute",https://ccr.cancer.gov/molecular-targets-program/barry-r-okeefe,Tyr-Lock Peptide,High-throughput screening for inhibitors of TDP1 activity resulted in the discovery of a new class of knotted cyclic peptides...,"<p>Tyrosyl-DNA phosphodiesterase 1 (TDP1) is a molecular target for the sensitization of cancer cells to the FDA-approved topoisomerase inhibitors topotecan and irinotecan.<p></p>
<p>High-throughput screening of natural product extract and fraction libraries for inhibitors of TDP1 activity resulted in the discovery of a new class of knotted cyclic peptides from the marine sponge <em>Axinella </em> sp. Bioassay-guided fractionation of the source extract resulted in the isolation of the active component which was determined to be an unprecedented 42-residue cysteine-rich peptide named recifin A.<p></p>
<p> The native NMR structure revealed a novel fold comprising a four strand antiparallel β-sheet and two helical turns stabilized by a complex disulfide bond network that creates an embedded ring around one of the strands. The resulting structure, which was termed the Tyr-lock peptide family, is stabilized by a tyrosine residue locked into three-dimensional space.<p></p>
<p>Recifin A inhibited the cleavage of phosphodiester bonds by TDP1 in a FRET assay with an IC50 of 190 nM. Enzyme kinetics studies revealed that recifin A can specifically modulate the enzymatic activity of full-length TDP1 while not affecting the activity of a truncated catalytic domain of TDP1 lacking the N-terminal regulatory domain (Δ1-147), suggesting an allosteric binding site for recifin A on the regulatory domain of TDP1.<p></p>
<p> Recifin A represents both the first of a unique structural class of knotted disulfide-rich peptides and defines a previously unseen mechanism of TDP1 inhibition that could be productively exploited for potential anticancer applications.<p></p></p></p></p></p></p>",OKeefe-jacs-e1610232395489.jpg,"Recifin A, Initial Example of the Tyr-Lock Peptide Structural Family, Is a Selective Allosteric Inhibitor of Tyrosyl-DNA Phosphodiesterase I","Lauren R. H. Krumpe, Brice A. P. Wilson, Christophe Marchand, Suthananda N. Sunassee, Alun Bermingham, Wenjie Wang, Edmund Price, Tad Guszczynski, James A. Kelley, Kirk R. Gustafson, Yves Pommier, K. Johan Rosengren, Christina I. Schroeder, and Barry R. O’Keefe","Journal of the American Chemical Society 2020 142 (50), 21178-21188",https://pubs.acs.org/doi/10.1021/jacs.0c10418
15292,8/8/20,Andrew,Thomson,Dr.,University of Glasgow,https://www.gla.ac.uk/schools/chemistry/staff/drewthomson/,β-Turn Mimics,"Researchers report a simple reductive amination protocol to ligate two peptides, while simultaneously installing a β-turn mimic at the ligation junction...","<p>Researchers in the Thomson lab report a simple reductive amination protocol to ligate two peptides, while simultaneously installing a β-turn mimic at the ligation junction. Their strategy uses commercially available materials, mild chemical conditions, and a chemoselective ligation reaction of unprotected peptide substrates accessed through standard solid phase methods. This system was implemented in a designed β-hairpin system, and biophysical analysis demonstrates effective mimicry of the β-turn.<p></p></p>",OrgLett-Thomson.jpg,β‑Turn Mimics by Chemical Ligation,"Selma Crecente-Garcia, Albane Neckebroeck, J. Stephen Clark, Brian O. Smith, and Andrew R. Thomson","Org. Lett. 2020, 22, 4424−4428",https://pubs.acs.org/toc/orlef7/current/
18032,8/29/24,Asish,Pal,Professor,Institute of Nano Science and Technology and School of Mechanical and Materials Engineering,,Self-Healable Composites,Crystalline materials exhibiting non-centrosymmetry and possessing substantial surface dipole moments play a critical role in piezoelectricity. Designing biocompatible self-assembled materials...,"<p>Extracellular matrix, ECM, elasticity remains a crucial parameter to determine cell–material interactions, namely adhesion, growth, and differentiation, cellular communication, and migration that are essential to tissue repair and regeneration. Supramolecular peptide hydrogels with their 3-dimensional porous network and tuneable mechanical properties have emerged as an excellent class of ECM-mimetic biomaterials with relevant dynamic attributes and bioactivity.</p>
<img alt=""The Pal Group"" class=""img-responsive"" src=""pal_group_aug_24.jpg""/>
<p class=""small"">The Pal Group</p>
<p>In work published in the <em>Journal of Materials Chemistry B</em>, researchers from the Pal and Balakrishnan labs from the Institute of Nano Science and Technology, Mohali, and Indian Institute of Technology, Mandi, demonstrate the design of minimalist amyloid-inspired peptide amphiphiles, <strong>C<sub>n</sub>PA</strong> (n = 6, 8, 10, 12) with tuneable peptide nanostructures that are efficiently biomineralized and cross-linked using bioactive silicates.</p>
<p>Such hydrogel composites, <strong>C<sub>n</sub>BG</strong> exhibit excellent mechanical attributes and possess excellent self-healing abilities and collagen-like strain-stiffening ability as desired for bone ECM mimetic scaffold. The composites exhibited the formation of a hydroxyapatite mineral phase upon incubation in a simulated body fluid that rendered mechanical stiffness akin to the hydroxyapatite-bridged collagen fibers to match the bone tissue elasticity eventually. In a nutshell, peptide nanostructure-guided temporal effects and mechanical attributes demonstrate <strong>C<sub>8</sub>BG</strong> to be an optimal composite.</p>
<p>Finally, such constructs feature the potential for adhesion, proliferation of U2OS cells, high alkaline phosphatase activity, and osteoconductivity.</p>",pal_jmatcgem_B_aug_24.jpg,Maneuvering the Mineralization of Self-Assembled Peptide Nanofibers for Designing Mechanically-Stiffened Self-Healable Composites Toward Bone-Mimetic ECM,"Nimisha A. Mavlankar, Debasish Nath, Yadu Chandran, Nidhi Gupta, Ashmeet Singh, Viswanath Balakrishnan, and Asish Pal","<em>J. Mater. Chem. B</em>, 2024, Advance Article, online",https://pubs.rsc.org/en/content/articlelanding/2024/tb/d4tb00810c
